shard_id,storage_location,link_url,allocated_size
SHARD-42dd1f42-94b9-435b-8241-edb7a99cf518,s3://bucket/block_5448,url_5448,68 GB
SHARD-0f953552-3a74-4c92-8e91-fd8dc73cbf72,s3://bucket/block_5449,url_5449,12 GB
SHARD-0185a75e-389c-4f41-aeff-67ed0b70f282,s3://bucket/block_5450,url_5450,74 GB
SHARD-4f4a41b8-6f14-4bd9-9bd9-4e010384f073,s3://bucket/block_5451,url_5451,64 GB
SHARD-48eb7b29-5ce6-483b-9bbe-9eb7322c4e17,s3://bucket/block_5452,url_5452,60 GB
SHARD-6649c1ff-2cf7-4917-bfea-50d242cbc4e8,s3://bucket/block_5453,url_5453,49 GB
SHARD-2aafdc42-a1d3-4c52-8c61-a166358799d3,s3://bucket/block_5454,url_5454,93 GB
SHARD-17be5462-2ef3-4458-bbcd-441e60beb13d,s3://bucket/block_5455,url_5455,18 GB
SHARD-cc0223c4-c10f-47f2-a9d3-f009870d4c11,s3://bucket/block_5456,url_5456,20 GB
SHARD-9d298544-e400-4061-a6f1-96ac1f03c26d,s3://bucket/block_5457,url_5457,17 GB
SHARD-96b2bb92-5861-4319-869a-b89ebcb34a74,s3://bucket/block_5458,url_5458,50 GB
SHARD-99d211fa-3c1c-4bc0-8d8e-5e869d942f1d,s3://bucket/block_5459,url_5459,54 GB
SHARD-a16da45d-46cd-4833-9696-73758e5e1613,s3://bucket/block_5460,url_5460,95 GB
SHARD-7996e663-daff-45cc-8a74-b5c521dbb705,s3://bucket/block_5461,url_5461,50 GB
SHARD-0fa036cd-3584-427c-9cb0-d66169fc18f5,s3://bucket/block_5462,url_5462,75 GB
SHARD-6b011b7b-a8ee-41b0-8e20-2e8304bea167,s3://bucket/block_5463,url_5463,9 GB
SHARD-1cf0193b-8c90-4b53-962d-99fe6d8b3176,s3://bucket/block_5464,url_5464,71 GB
SHARD-b18bedcc-3689-4007-8ac0-2e7854149db9,s3://bucket/block_5465,url_5465,79 GB
SHARD-65f8ebf9-7867-4f1d-8587-26de972b0bf0,s3://bucket/block_5466,url_5466,14 GB
SHARD-c39fb6d8-c1ad-420c-8888-7e6908411f4a,s3://bucket/block_5467,url_5467,29 GB
SHARD-0408286c-9643-4c16-a336-24575c206824,s3://bucket/block_5468,url_5468,56 GB
SHARD-0d6c1d97-8423-4a11-bbb7-8c180ce160c6,s3://bucket/block_5469,url_5469,31 GB
SHARD-f26f16e5-b8da-450d-90a5-5094f0da89ca,s3://bucket/block_5470,url_5470,18 GB
SHARD-a8131a8f-5b56-4ffc-adca-9bee993374b1,s3://bucket/block_5471,url_5471,96 GB
SHARD-0657d0d1-d223-47bb-932e-90720c47bb23,s3://bucket/block_5472,url_5472,4 GB
SHARD-0eab3350-4d98-4562-8033-90614bb42122,s3://bucket/block_5473,url_5473,43 GB
SHARD-b920e5df-bd96-4e45-91cf-e9a5c4a554d0,s3://bucket/block_5474,url_5474,76 GB
SHARD-85f110e7-977e-4b5d-a020-b6745d45429c,s3://bucket/block_5475,url_5475,36 GB
SHARD-e0d0a663-5329-4554-9189-d659c8586f9c,s3://bucket/block_5476,url_5476,3 GB
SHARD-eeba2f70-6068-4080-832b-b1fd2655cc04,s3://bucket/block_5477,url_5477,94 GB
SHARD-81024efd-476a-4d20-9599-c012721cae23,s3://bucket/block_5478,url_5478,52 GB
SHARD-1c1377a7-389f-4eea-b735-3023af7d00d1,s3://bucket/block_5479,url_5479,31 GB
SHARD-cb5903ac-f99e-4e47-b794-9137b674879a,s3://bucket/block_5480,url_5480,91 GB
SHARD-8f9714cb-9bf8-4f0d-b4a7-63b0685b4ca4,s3://bucket/block_5481,url_5481,20 GB
SHARD-103f17c9-7025-473f-bb18-3eeaf297c22d,s3://bucket/block_5482,url_5482,88 GB
SHARD-d0f1e9e0-dd73-4c0a-ab9a-e97d47bc3e15,s3://bucket/block_5483,url_5483,56 GB
SHARD-7c27c2aa-8d2e-46b2-9048-17c68aa7116e,s3://bucket/block_5484,url_5484,13 GB
SHARD-14109dd5-871b-47be-92bf-52b8c1f849ef,s3://bucket/block_5485,url_5485,62 GB
SHARD-58c07e0e-d92a-43f7-adaa-a8d057b2ca6b,s3://bucket/block_5486,url_5486,77 GB
SHARD-bb6a2c4b-3648-4bbe-ac33-7685d654d0d4,s3://bucket/block_5487,url_5487,36 GB
SHARD-234d32e6-e333-44dd-907e-bb48da55dddd,s3://bucket/block_5488,url_5488,90 GB
SHARD-c5c33637-874c-4759-a26a-425d63e01ffe,s3://bucket/block_5489,url_5489,7 GB
SHARD-f0c3b701-2e53-4cb4-8f8a-4ff3490ff9f7,s3://bucket/block_5490,url_5490,87 GB
SHARD-baa54151-c497-4d5b-8cbf-083805d5c9d3,s3://bucket/block_5491,url_5491,59 GB
SHARD-13375ad1-f042-42b5-ab3f-ef1eb84a1554,s3://bucket/block_5492,url_5492,34 GB
SHARD-78d400c8-fa3c-4229-91bd-9f12eca8e9cf,s3://bucket/block_5493,url_5493,35 GB
SHARD-af15e943-d343-4a6c-abc1-d418fb24a9d0,s3://bucket/block_5494,url_5494,58 GB
SHARD-164aa3f6-1ad5-45b5-848a-ba6cb4c69100,s3://bucket/block_5495,url_5495,42 GB
SHARD-02787f40-5717-4f53-b237-4fd1aa1e6859,s3://bucket/block_5496,url_5496,4 GB
SHARD-636e9be2-ea15-43db-98d5-10e0cb34ec32,s3://bucket/block_5497,url_5497,51 GB
SHARD-3342fb22-2e36-448d-a182-45b0f9d01913,s3://bucket/block_5498,url_5498,33 GB
SHARD-44348815-8fef-4980-92b0-f9651b85d979,s3://bucket/block_5499,url_5499,68 GB
SHARD-d4067893-e9f1-4504-a59c-b4d5645c64ad,s3://bucket/block_5500,url_5500,86 GB
SHARD-b434287e-c9f7-4c36-b054-72dcf1b7f3b9,s3://bucket/block_5501,url_5501,87 GB
SHARD-10177c5b-495b-4cec-8723-136a76449353,s3://bucket/block_5502,url_5502,18 GB
SHARD-eb8767d5-70d9-44cb-b947-a3d889fd917f,s3://bucket/block_5503,url_5503,90 GB
SHARD-0bc69bb6-fbdb-45b5-927a-2d269c59361f,s3://bucket/block_5504,url_5504,35 GB
SHARD-05f8f568-cd91-473c-9749-ab5e2f39e48c,s3://bucket/block_5505,url_5505,98 GB
SHARD-f96fd03b-ad1e-4434-a344-491a8ca53058,s3://bucket/block_5506,url_5506,18 GB
SHARD-77bad9d1-cfab-4628-8e86-d36a890be176,s3://bucket/block_5507,url_5507,3 GB
SHARD-2f1db6f2-66ee-4ac5-a72a-740f285991f6,s3://bucket/block_5508,url_5508,55 GB
SHARD-90a3da43-0171-455f-aafd-18b9e2756f7f,s3://bucket/block_5509,url_5509,67 GB
SHARD-587cbf85-008d-4b23-82ef-a619521e7f4e,s3://bucket/block_5510,url_5510,77 GB
SHARD-2fb0b722-58e6-4120-9200-a63a098ee893,s3://bucket/block_5511,url_5511,2 GB
SHARD-3d330e20-da0e-4947-96e1-a4b2fba9b0ec,s3://bucket/block_5512,url_5512,59 GB
SHARD-663e9e4a-9204-4678-8661-a834403c96ff,s3://bucket/block_5513,url_5513,3 GB
SHARD-4ced3400-7686-4b93-aef5-4e445a822f99,s3://bucket/block_5514,url_5514,93 GB
SHARD-65731525-a643-43a6-8fd7-70a169d8019b,s3://bucket/block_5515,url_5515,41 GB
SHARD-d8de31c0-1eb2-437f-868c-a502b9d4b5d1,s3://bucket/block_5516,url_5516,85 GB
SHARD-d57a8ab7-40c3-44d7-b7a8-d5f4c8b83824,s3://bucket/block_5517,url_5517,54 GB
SHARD-560a3621-320f-4274-98e7-64eb03a49730,s3://bucket/block_5518,url_5518,82 GB
SHARD-bfca2850-5eb3-4641-811d-501494626379,s3://bucket/block_5519,url_5519,6 GB
SHARD-4a209090-a9b7-4c7e-94ed-ad7afcb2b84e,s3://bucket/block_5520,url_5520,95 GB
SHARD-9ab83fcf-e22a-4f36-a1aa-768228d0c4e0,s3://bucket/block_5521,url_5521,48 GB
SHARD-ac14a956-d5cb-4764-9ad7-0e6e327d0fd2,s3://bucket/block_5522,url_5522,95 GB
SHARD-5bd1f6c3-ce44-4022-bff4-405c8906b7d7,s3://bucket/block_5523,url_5523,57 GB
SHARD-7e17c5f4-4fb6-45c4-ad7a-c6d90872d9ba,s3://bucket/block_5524,url_5524,72 GB
SHARD-373c913b-01b1-4998-969f-7a5e0fff8cd6,s3://bucket/block_5525,url_5525,38 GB
SHARD-d8dbadff-1a36-427e-9d7f-1e1d344070d2,s3://bucket/block_5526,url_5526,35 GB
SHARD-86709455-aa6e-42a2-9c6c-95422d38d0cc,s3://bucket/block_5527,url_5527,18 GB
SHARD-6f3c7d7f-a6db-4f81-8949-4d54b1cb58f5,s3://bucket/block_5528,url_5528,29 GB
SHARD-c9d1ba6a-4aa5-4139-a755-0cf66d458844,s3://bucket/block_5529,url_5529,29 GB
SHARD-f544ee12-7074-4a24-b57c-186c1cc8f4d1,s3://bucket/block_5530,url_5530,84 GB
SHARD-b6ddf7e6-d2ca-46d8-84e3-61dd8d474051,s3://bucket/block_5531,url_5531,34 GB
SHARD-b13d4272-474a-46b5-bfea-28c5072d64c9,s3://bucket/block_5532,url_5532,72 GB
SHARD-0cd14776-2316-4007-af77-fd8436f496fa,s3://bucket/block_5533,url_5533,30 GB
SHARD-6d18b2e1-9e50-45a1-ae19-a7b0646cdfb5,s3://bucket/block_5534,url_5534,69 GB
SHARD-7e28c688-7696-4fdb-b6bd-de2d2de5bd94,s3://bucket/block_5535,url_5535,84 GB
SHARD-4873677e-3ead-4a80-99cd-7e8ab6951db0,s3://bucket/block_5536,url_5536,52 GB
SHARD-97d592dd-83cf-41de-b419-b9625617c3ad,s3://bucket/block_5537,url_5537,93 GB
SHARD-b82e98aa-671c-4c2c-8e6b-2632434326e5,s3://bucket/block_5538,url_5538,28 GB
SHARD-b9e7c3ee-7c9c-45b0-80bc-55c4eefc9b74,s3://bucket/block_5539,url_5539,65 GB
SHARD-1c20708f-ab67-486f-a0dc-408c40ed4713,s3://bucket/block_5540,url_5540,38 GB
SHARD-10da1f20-1f59-455e-bd17-72a39860caa7,s3://bucket/block_5541,url_5541,19 GB
SHARD-5e89b6c1-6a28-4fba-87e7-e43eab91b5c3,s3://bucket/block_5542,url_5542,45 GB
SHARD-c9edabb9-0e31-40bd-9691-741ad1aca964,s3://bucket/block_5543,url_5543,60 GB
SHARD-ac9c7b33-fdf3-46de-b673-e571d88f5ac0,s3://bucket/block_5544,url_5544,94 GB
SHARD-8bf66932-cf7c-4c48-854c-d5cb0ea8713a,s3://bucket/block_5545,url_5545,83 GB
SHARD-932df940-6377-48f4-bc75-9a0764509927,s3://bucket/block_5546,url_5546,53 GB
SHARD-d89d3ede-1e77-4462-86f3-c97a889fa630,s3://bucket/block_5547,url_5547,50 GB
SHARD-74caafa7-40f6-407a-9a64-6fa7d599bf19,s3://bucket/block_5548,url_5548,51 GB
SHARD-5533bf9f-0fe6-40c4-b978-b0009925078f,s3://bucket/block_5549,url_5549,89 GB
SHARD-39114c8f-bf77-4b4c-8356-7b48dfd0f129,s3://bucket/block_5550,url_5550,57 GB
SHARD-9fb97a77-eb65-4f24-bfed-eb7ad743bac3,s3://bucket/block_5551,url_5551,44 GB
SHARD-3ff377cd-d418-45d3-8a1f-a73a563d355f,s3://bucket/block_5552,url_5552,84 GB
SHARD-eb808ce3-efb6-4bdd-a96f-a35b2157cc0b,s3://bucket/block_5553,url_5553,53 GB
SHARD-e92b4495-9f5c-45a7-88fb-e7fe1c7ac759,s3://bucket/block_5554,url_5554,99 GB
SHARD-6247c5b2-5308-4d01-b626-900b2e6b17e9,s3://bucket/block_5555,url_5555,4 GB
SHARD-b9999ad1-f76f-4b19-ab28-cba2284b4754,s3://bucket/block_5556,url_5556,23 GB
SHARD-4a20a7f3-7120-4b16-ade7-abc66a5464b6,s3://bucket/block_5557,url_5557,87 GB
SHARD-cc158c88-70a9-4458-a03e-ec333047d6b3,s3://bucket/block_5558,url_5558,62 GB
SHARD-8ff7f31a-d12b-43dc-846b-9102759c49c9,s3://bucket/block_5559,url_5559,70 GB
SHARD-88039b89-fc04-4bad-a042-77d848ebf772,s3://bucket/block_5560,url_5560,45 GB
SHARD-fbbfc992-03ba-4fc9-8755-37c0f03e686e,s3://bucket/block_5561,url_5561,68 GB
SHARD-e1e4a652-bb45-406c-8936-c01adc94f9d0,s3://bucket/block_5562,url_5562,5 GB
SHARD-16089f7c-971a-442e-971f-fb23df396e2b,s3://bucket/block_5563,url_5563,88 GB
SHARD-5b77553d-d495-451f-afce-7dd715f57c25,s3://bucket/block_5564,url_5564,54 GB
SHARD-f23f4db9-02ce-41ea-9075-9f97e0f45822,s3://bucket/block_5565,url_5565,59 GB
SHARD-bfa1a2f5-c3c6-4c8e-8132-ae4b5b62ee28,s3://bucket/block_5566,url_5566,53 GB
SHARD-8767c68f-7323-4cd4-92a3-3e93be122f7d,s3://bucket/block_5567,url_5567,16 GB
SHARD-739cd0a2-8ba7-4352-bcea-0434052c348c,s3://bucket/block_5568,url_5568,62 GB
SHARD-7d8905b0-817a-47a2-9959-04c74d731f20,s3://bucket/block_5569,url_5569,90 GB
SHARD-eff3ebb2-ddcc-488b-8860-bf8018c78c1a,s3://bucket/block_5570,url_5570,49 GB
SHARD-c94bea69-787a-4484-8d24-919bb522761b,s3://bucket/block_5571,url_5571,95 GB
SHARD-1639fc6a-d109-4011-b456-c200d8c13908,s3://bucket/block_5572,url_5572,60 GB
SHARD-e1680692-384b-4ba9-b86b-e12ff44f2beb,s3://bucket/block_5573,url_5573,97 GB
SHARD-2ef5ea2c-df24-44fb-a16e-c57634214d09,s3://bucket/block_5574,url_5574,8 GB
SHARD-4c3b2cc4-e0da-4995-851b-25ebc0b65280,s3://bucket/block_5575,url_5575,26 GB
SHARD-47f5de78-b429-4ffd-b57f-40af4097f90c,s3://bucket/block_5576,url_5576,74 GB
SHARD-dd5e793e-5f4d-48f6-9a41-9cf87932f4e0,s3://bucket/block_5577,url_5577,22 GB
SHARD-e8053070-4e28-445e-9e78-b175c4917096,s3://bucket/block_5578,url_5578,2 GB
SHARD-af7b3262-7cb7-476c-8ece-976770fea27e,s3://bucket/block_5579,url_5579,21 GB
SHARD-ef0b9213-55cd-4c6f-a595-f381f4f67ecc,s3://bucket/block_5580,url_5580,90 GB
SHARD-9cb25702-46b3-434a-93ed-2ce8220487fb,s3://bucket/block_5581,url_5581,79 GB
SHARD-f1721d32-7a28-474b-9f40-2fa16e58c2b0,s3://bucket/block_5582,url_5582,19 GB
SHARD-a549fa42-4ead-4117-83cc-56a000942e08,s3://bucket/block_5583,url_5583,91 GB
SHARD-671306fd-4dcf-40aa-984a-02b70daef14b,s3://bucket/block_5584,url_5584,15 GB
SHARD-89094051-bc18-42ba-b991-5b521a2dba13,s3://bucket/block_5585,url_5585,27 GB
SHARD-fd5d1911-9c9c-46b4-b710-2c4953b556b7,s3://bucket/block_5586,url_5586,85 GB
SHARD-b652b438-304d-4c6c-8ee9-90990c57981c,s3://bucket/block_5587,url_5587,20 GB
SHARD-a62ef90f-d97c-4655-8776-a9401102c28d,s3://bucket/block_5588,url_5588,5 GB
SHARD-1803bfc6-0e3c-43a1-9e60-d5192e160abb,s3://bucket/block_5589,url_5589,18 GB
SHARD-bc76cfdf-6bb4-4a39-b7a9-6fe41b369632,s3://bucket/block_5590,url_5590,6 GB
SHARD-c7b3847c-c137-45bb-9661-f0d44a857ff5,s3://bucket/block_5591,url_5591,25 GB
SHARD-32abd797-b26a-411e-b946-e377da8d7931,s3://bucket/block_5592,url_5592,57 GB
SHARD-518b505f-fa15-4716-9620-b931b9cbf075,s3://bucket/block_5593,url_5593,15 GB
SHARD-9e4f29f7-aff9-4278-8559-0150853c4228,s3://bucket/block_5594,url_5594,90 GB
SHARD-709c78cb-c4c7-4ed0-a6fa-b8af36d31103,s3://bucket/block_5595,url_5595,68 GB
SHARD-4b536b3d-686a-474b-aa15-f58c086623ab,s3://bucket/block_5596,url_5596,53 GB
SHARD-6bdbfc1b-70a3-4ec1-ad4a-95baa9d6e695,s3://bucket/block_5597,url_5597,36 GB
SHARD-afec4368-23cf-4a60-8ba3-e70dd993e89e,s3://bucket/block_5598,url_5598,2 GB
SHARD-6e9659e9-5e36-414d-98a9-11a8173d94ad,s3://bucket/block_5599,url_5599,46 GB
SHARD-96a3e890-48bd-4c3a-bbcf-35bb0430822d,s3://bucket/block_5600,url_5600,31 GB
SHARD-42094aec-5861-498c-a564-0992ad148e98,s3://bucket/block_5601,url_5601,69 GB
SHARD-0ad07970-8fb3-4165-9535-1cce0e77fa83,s3://bucket/block_5602,url_5602,40 GB
SHARD-5022b53c-14e8-4235-b807-f2fd1f09fba7,s3://bucket/block_5603,url_5603,18 GB
SHARD-efba9582-7f72-45ba-9098-301e51b35009,s3://bucket/block_5604,url_5604,93 GB
SHARD-d30f9619-bbaa-4193-afc1-c1cbdce98037,s3://bucket/block_5605,url_5605,15 GB
SHARD-c78a8675-1d3b-44b9-a768-3b24f6987f5b,s3://bucket/block_5606,url_5606,57 GB
SHARD-8d87c0ac-0813-4262-9324-d25ab77dc421,s3://bucket/block_5607,url_5607,71 GB
SHARD-af4410cc-2d38-49bd-9ad2-a55a2eb80820,s3://bucket/block_5608,url_5608,1 GB
SHARD-ffeeb252-31bb-46dd-b3a0-348de61288fc,s3://bucket/block_5609,url_5609,30 GB
SHARD-ec46f03b-70fb-4a33-81d7-5a9fb06e2376,s3://bucket/block_5610,url_5610,18 GB
SHARD-e973ec09-b4d6-44b6-b8a7-d222dac09c26,s3://bucket/block_5611,url_5611,60 GB
SHARD-4d3395a5-2512-4015-a472-9a824dfc2787,s3://bucket/block_5612,url_5612,94 GB
SHARD-c4b3409c-1124-4d05-a26b-71c8f96d7cbc,s3://bucket/block_5613,url_5613,8 GB
SHARD-4cad6543-4a41-4e59-9998-82d9ea44e6d0,s3://bucket/block_5614,url_5614,42 GB
SHARD-b79808cb-fdb8-4750-8455-7aeae1a546c3,s3://bucket/block_5615,url_5615,63 GB
SHARD-59466fcb-527b-4f13-aa0a-abbf9c406f3c,s3://bucket/block_5616,url_5616,48 GB
SHARD-644ab423-bd90-4390-a1d4-2368afe113f8,s3://bucket/block_5617,url_5617,19 GB
SHARD-2dabcc23-7a7c-45f0-97c3-097c96ed2465,s3://bucket/block_5618,url_5618,66 GB
SHARD-27e2f106-6a42-4885-9e7e-93c487c4f996,s3://bucket/block_5619,url_5619,96 GB
SHARD-2a2199b2-f79f-4396-9ee0-037044c0bf30,s3://bucket/block_5620,url_5620,60 GB
SHARD-92b421e1-11c0-48fd-8f6f-4bc8ad31080f,s3://bucket/block_5621,url_5621,46 GB
SHARD-1f1fd304-463d-43b8-a820-82ba2cfb4544,s3://bucket/block_5622,url_5622,17 GB
SHARD-24a5cfcf-ce37-42db-86c6-5d4a51e10a61,s3://bucket/block_5623,url_5623,5 GB
SHARD-6c6af388-524b-41ad-9f20-55fce5b5d1bf,s3://bucket/block_5624,url_5624,26 GB
SHARD-f2620de3-67c4-4ec5-aa8b-67a65ed74ac4,s3://bucket/block_5625,url_5625,43 GB
SHARD-848a6908-6db8-44ed-9ab0-0d5ce8fd2e96,s3://bucket/block_5626,url_5626,54 GB
SHARD-4e1450cc-fcbf-4f17-b88d-53ee7b2ab9b7,s3://bucket/block_5627,url_5627,68 GB
SHARD-fa351e94-2cae-4e18-98e2-784211090084,s3://bucket/block_5628,url_5628,60 GB
SHARD-8728bf1b-7abd-481e-9aad-0cf970a7b708,s3://bucket/block_5629,url_5629,96 GB
SHARD-f0e6bceb-f2f9-46b7-8d02-482cfc4f03b9,s3://bucket/block_5630,url_5630,59 GB
SHARD-5b5d0f47-745d-4521-8ca4-fd3b0eb2c2ef,s3://bucket/block_5631,url_5631,69 GB
SHARD-bfd2aa7f-38b0-4869-8c33-3538fa0545c2,s3://bucket/block_5632,url_5632,8 GB
SHARD-47d42df3-f47c-41ba-a127-7e5c75ef6280,s3://bucket/block_5633,url_5633,44 GB
SHARD-221f20d9-5370-430b-bcad-99e67254a340,s3://bucket/block_5634,url_5634,2 GB
SHARD-bec625df-fdfb-4198-96ee-d5c6fe698036,s3://bucket/block_5635,url_5635,4 GB
SHARD-ec9c6251-045b-426e-a6ad-ce63440b929b,s3://bucket/block_5636,url_5636,26 GB
SHARD-340ddf64-7450-4c40-aef0-9feb016bceec,s3://bucket/block_5637,url_5637,45 GB
SHARD-c0cd70f4-f1f6-4864-81a4-b7b50d8d740b,s3://bucket/block_5638,url_5638,60 GB
SHARD-1bb0619c-a21e-42d2-acec-7fc7113f2a6d,s3://bucket/block_5639,url_5639,3 GB
SHARD-e3b1a18c-0788-4ad3-b26e-81448101fd85,s3://bucket/block_5640,url_5640,72 GB
SHARD-2f5b7226-c69b-40fa-8fef-c0de6754f36c,s3://bucket/block_5641,url_5641,85 GB
SHARD-3ac96fb4-82d1-4fca-b123-56b2d89b37e4,s3://bucket/block_5642,url_5642,2 GB
SHARD-2692eb08-f736-45ef-bd27-8080efc2bd18,s3://bucket/block_5643,url_5643,29 GB
SHARD-99be6b96-1460-4c15-9c61-c8e1fd238f3e,s3://bucket/block_5644,url_5644,37 GB
SHARD-34569b7f-6d02-45a1-b6ae-66223afbe46e,s3://bucket/block_5645,url_5645,55 GB
SHARD-149b7899-175e-42c1-976d-7dcc50d14620,s3://bucket/block_5646,url_5646,46 GB
SHARD-defffdbd-f908-4f92-a227-7f2e177bd929,s3://bucket/block_5647,url_5647,19 GB
SHARD-9e57231f-331e-4536-b0cc-aa274e4df1f9,s3://bucket/block_5648,url_5648,3 GB
SHARD-101d3bb0-46bb-4d0c-8799-7cccfe8c96ea,s3://bucket/block_5649,url_5649,34 GB
SHARD-f7d70be3-4413-446e-ad0b-47160f0e57f3,s3://bucket/block_5650,url_5650,88 GB
SHARD-94033b44-0cd9-4e6b-8cd9-89781ea4ba47,s3://bucket/block_5651,url_5651,31 GB
SHARD-d8e3779e-1b41-47d5-8eee-4c2430a8b8ad,s3://bucket/block_5652,url_5652,7 GB
SHARD-85ac6a2b-d227-4c2c-a80a-8abf950512df,s3://bucket/block_5653,url_5653,66 GB
SHARD-dba32af2-4593-45b8-abbf-5ddd44d89264,s3://bucket/block_5654,url_5654,8 GB
SHARD-5b4dfcd8-9b2b-4d77-8ec8-b032b06bc0ae,s3://bucket/block_5655,url_5655,38 GB
SHARD-6ccb6fdb-20e1-4718-a084-30efabbf7d59,s3://bucket/block_5656,url_5656,98 GB
SHARD-64d471fb-b31b-410d-8f53-bdc8792bc6f7,s3://bucket/block_5657,url_5657,65 GB
SHARD-0ea03a30-108c-4b4c-8e53-8c610294256b,s3://bucket/block_5658,url_5658,25 GB
SHARD-641373b1-055e-468b-af13-33987a0e744c,s3://bucket/block_5659,url_5659,71 GB
SHARD-c3976e3e-c474-42c7-86b7-52068264f15b,s3://bucket/block_5660,url_5660,37 GB
SHARD-792fa265-8086-4e7d-a51e-1026c6b6336e,s3://bucket/block_5661,url_5661,47 GB
SHARD-ce9f32d6-10c1-4688-9554-759fca600b1c,s3://bucket/block_5662,url_5662,30 GB
SHARD-01c521cb-a182-43e6-8f56-a6f508e4414e,s3://bucket/block_5663,url_5663,3 GB
SHARD-bbc20d27-fc0c-44dd-a0c8-cc44be36f506,s3://bucket/block_5664,url_5664,74 GB
SHARD-3f3c848b-64f8-4cc2-936f-9aa75d803007,s3://bucket/block_5665,url_5665,21 GB
SHARD-c5fb53b0-5227-4ec6-bbef-d101acd347e8,s3://bucket/block_5666,url_5666,2 GB
SHARD-1ba9fbef-6516-4720-981d-9ce751a2dd59,s3://bucket/block_5667,url_5667,42 GB
SHARD-ca083fb0-0ef2-4966-bb7d-c7c3aa18bb29,s3://bucket/block_5668,url_5668,89 GB
SHARD-b8a45f2b-6e7c-4a52-a731-46b364da7100,s3://bucket/block_5669,url_5669,14 GB
SHARD-4fcaccef-62f5-4436-9d22-2bdc246fed6c,s3://bucket/block_5670,url_5670,43 GB
SHARD-73c49be0-6c30-41cc-b494-272ea841fca0,s3://bucket/block_5671,url_5671,9 GB
SHARD-0a3025e1-f9bb-40db-a7c8-f7b4ecfe5107,s3://bucket/block_5672,url_5672,59 GB
SHARD-7a0d8680-e423-47d2-8153-c368a4d1c085,s3://bucket/block_5673,url_5673,77 GB
SHARD-05e710d0-d7e0-4f87-9561-cbcc4bf21fdf,s3://bucket/block_5674,url_5674,11 GB
SHARD-b0a19d1b-5fc9-447a-af7e-647a59c6f454,s3://bucket/block_5675,url_5675,60 GB
SHARD-66a08111-e4b8-44ea-8a6d-08bad249b5f3,s3://bucket/block_5676,url_5676,65 GB
SHARD-98c67127-0bbf-4a30-99f7-c175df8358d9,s3://bucket/block_5677,url_5677,70 GB
SHARD-70839ec2-3a21-460b-b6aa-752508d400a3,s3://bucket/block_5678,url_5678,44 GB
SHARD-90ff1d32-e974-48dd-8df4-5367d7558e95,s3://bucket/block_5679,url_5679,95 GB
SHARD-6c990912-3d36-4dad-b831-3407253b6fbb,s3://bucket/block_5680,url_5680,92 GB
SHARD-a64070ac-803b-4a8e-a4ba-d81cd4e7eefe,s3://bucket/block_5681,url_5681,92 GB
SHARD-69237973-556f-4a3e-a351-f1d10ab52272,s3://bucket/block_5682,url_5682,7 GB
SHARD-d702380d-a4f0-4e33-be23-46c33f0d230a,s3://bucket/block_5683,url_5683,76 GB
SHARD-a3544f91-98be-4c32-ba6f-b217b45c30ee,s3://bucket/block_5684,url_5684,88 GB
SHARD-7d4af079-e9a2-46bc-baef-e3c4de7231ff,s3://bucket/block_5685,url_5685,42 GB
SHARD-43f8efe1-4543-4b60-8261-0f3365379446,s3://bucket/block_5686,url_5686,38 GB
SHARD-a166b347-c396-42e9-af07-9b6f57529965,s3://bucket/block_5687,url_5687,82 GB
SHARD-b1d313d8-a3ff-4508-972c-ca6a9b25dc29,s3://bucket/block_5688,url_5688,88 GB
SHARD-7d2b5ecb-47d1-4d3c-8d5c-caf837fef008,s3://bucket/block_5689,url_5689,90 GB
SHARD-088cc5ea-752d-448a-a8a7-6907e9f55bef,s3://bucket/block_5690,url_5690,92 GB
SHARD-5ca369f6-f7be-40b9-8656-c256ffa691d0,s3://bucket/block_5691,url_5691,61 GB
SHARD-c83ce675-2fca-4a0c-bdd6-20e19fb3a96e,s3://bucket/block_5692,url_5692,43 GB
SHARD-b3f0baa1-087c-4081-9ee4-529661541c90,s3://bucket/block_5693,url_5693,12 GB
SHARD-8016c25c-c84b-4c22-bbc6-fad3b4c6ba28,s3://bucket/block_5694,url_5694,5 GB
SHARD-39b71bdd-1227-46f0-83d7-0980a1f9751c,s3://bucket/block_5695,url_5695,72 GB
SHARD-ede634a3-d6c7-4b62-bed4-8eb574d42317,s3://bucket/block_5696,url_5696,28 GB
SHARD-fdc95f31-f8a7-4e4f-8771-3b5f9945300b,s3://bucket/block_5697,url_5697,27 GB
SHARD-08123f19-1794-4cbc-a4e6-8034c7df2f3f,s3://bucket/block_5698,url_5698,64 GB
SHARD-0dcaab02-1059-45ea-a553-ad876f902caa,s3://bucket/block_5699,url_5699,90 GB
SHARD-1ca9a744-6181-4da7-8832-c90e8f490cc1,s3://bucket/block_5700,url_5700,62 GB
SHARD-cfce7a47-3e00-45cb-8bf5-77272f40cf9d,s3://bucket/block_5701,url_5701,11 GB
SHARD-45a4b1f3-24de-4ea0-b503-918b17419edf,s3://bucket/block_5702,url_5702,82 GB
SHARD-9461f5f1-710c-49dd-b9a8-eaf3bd21f6e8,s3://bucket/block_5703,url_5703,32 GB
SHARD-59f7e100-f397-43d2-8a43-909a2fde0fdb,s3://bucket/block_5704,url_5704,29 GB
SHARD-b48e455a-c3c5-4bc0-93cd-c33c955a0acb,s3://bucket/block_5705,url_5705,65 GB
